#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP013992.1",2818481,2819590,"+",,,"AWN65_RS12380","WP_060383449.1",369,"MULTISPECIES: glycosyltransferase"
"chromosome","NZ_CP013992.1",2819593,2820069,"-",,,"AWN65_RS12385","WP_060383897.1",158,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2820123,2820620,"+",,,"AWN65_RS12390","WP_060383898.1",165,"DUF456 domain-containing protein"
"chromosome","NZ_CP013992.1",2820753,2821319,"-",,"pth","AWN65_RS12395","WP_060383450.1",188,"aminoacyl-tRNA hydrolase"
"chromosome","NZ_CP013992.1",2821406,2822014,"-",,,"AWN65_RS12400","WP_060383451.1",202,"MULTISPECIES: 50S ribosomal protein L25/general stress protein Ctc"
"chromosome","NZ_CP013992.1",2822045,2822986,"-",,,"AWN65_RS12405","WP_060383452.1",313,"MULTISPECIES: ribose-phosphate pyrophosphokinase"
"chromosome","NZ_CP013992.1",2823629,2823934,"-",,,"AWN65_RS12415","WP_060383453.1",101,"hypothetical protein"
"chromosome","NZ_CP013992.1",2824272,2824520,"+",,,"AWN65_RS12420","WP_060383454.1",82,"hypothetical protein"
"chromosome","NZ_CP013992.1",2824841,2825095,"+",,,"AWN65_RS12425","WP_060383455.1",84,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2825912,2833525,"+",,,"AWN65_RS12430","WP_060383456.1",2537,"gliding motility-associated C-terminal domain-containing protein"
"chromosome","NZ_CP013992.1",2833580,2834494,"+",,,"AWN65_RS12435","WP_060382883.1",304,"MULTISPECIES: type IX secretion system membrane protein PorP/SprF"
"chromosome","NZ_CP013992.1",2834505,2836463,"+",,,"AWN65_RS12440","WP_060383457.1",652,"MULTISPECIES: OmpA family protein"
"chromosome","NZ_CP013992.1",2836626,2838716,"-",,,"AWN65_RS12445","WP_060383458.1",696,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2838729,2839472,"-",,"deoC","AWN65_RS12450","WP_060383459.1",247,"MULTISPECIES: deoxyribose-phosphate aldolase"
"chromosome","NZ_CP013992.1",2839535,2839870,"-",,,"AWN65_RS12455","WP_158447616.1",111,"MULTISPECIES: VanZ family protein"
"chromosome","NZ_CP013992.1",2839887,2840267,"-",,"gcvH","AWN65_RS12460","WP_060383461.1",126,"MULTISPECIES: glycine cleavage system protein GcvH"
"chromosome","NZ_CP013992.1",2840335,2847516,"-",,"sprA","AWN65_RS12465","WP_060383462.1",2393,"cell surface protein SprA"
"chromosome","NZ_CP013992.1",2847520,2848101,"-",,"ruvA","AWN65_RS12470","WP_060383463.1",193,"MULTISPECIES: Holliday junction branch migration protein RuvA"
"chromosome","NZ_CP013992.1",2848183,2850471,"-",,,"AWN65_RS12475","WP_060383464.1",762,"MULTISPECIES: NADP-dependent malic enzyme"
"chromosome","NZ_CP013992.1",2850541,2851467,"-",,"queG","AWN65_RS12480","WP_060383465.1",308,"MULTISPECIES: tRNA epoxyqueuosine(34) reductase QueG"
"chromosome","NZ_CP013992.1",2851491,2852513,"-",,"ruvB","AWN65_RS12485","WP_060383466.1",340,"MULTISPECIES: Holliday junction branch migration DNA helicase RuvB"
"chromosome","NZ_CP013992.1",2852602,2854011,"+",,,"AWN65_RS12490","WP_060383467.1",469,"MULTISPECIES: amino acid permease"
"chromosome","NZ_CP013992.1",2854118,2857024,"-",,"infB","AWN65_RS12495","WP_060383468.1",968,"translation initiation factor IF-2"
"chromosome","NZ_CP013992.1",2857072,2858316,"-",,"nusA","AWN65_RS12500","WP_060383469.1",414,"MULTISPECIES: transcription termination factor NusA"
"chromosome","NZ_CP013992.1",2858334,2858798,"-",,"rimP","AWN65_RS12505","WP_060383470.1",154,"MULTISPECIES: ribosome assembly cofactor RimP"
"chromosome","NZ_CP013992.1",2858972,2859796,"+",,,"AWN65_RS12510","WP_060383471.1",274,"MULTISPECIES: universal stress protein"
"chromosome","NZ_CP013992.1",2860285,2860878,"+",,,"AWN65_RS12515","WP_060383472.1",197,"MULTISPECIES: HupE/UreJ family protein"
"chromosome","NZ_CP013992.1",2860880,2861311,"+",,,"AWN65_RS12520","WP_060383473.1",143,"MULTISPECIES: dCMP deaminase family protein"
"chromosome","NZ_CP013992.1",2861331,2861948,"-",,,"AWN65_RS12525","WP_060383474.1",205,"MULTISPECIES: FAD-dependent oxidoreductase"
"chromosome","NZ_CP013992.1",2861948,2862151,"-",,,"AWN65_RS15285","WP_060383475.1",67,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2862191,2862766,"-",,,"AWN65_RS12535","WP_060383476.1",191,"MULTISPECIES: MarC family protein"
"chromosome","NZ_CP013992.1",2862882,2863448,"+",,,"AWN65_RS12540","WP_060383477.1",188,"MULTISPECIES: DUF3109 family protein"
"chromosome","NZ_CP013992.1",2863846,2864823,"+",,,"AWN65_RS12545","WP_060383478.1",325,"MULTISPECIES: ribonucleotide-diphosphate reductase subunit beta"
"chromosome","NZ_CP013992.1",2864962,2867370,"+",,,"AWN65_RS12550","WP_060383479.1",802,"MULTISPECIES: ribonucleoside-diphosphate reductase subunit alpha"
"chromosome","NZ_CP013992.1",2867518,2867958,"+",,,"AWN65_RS12555","WP_060383480.1",146,"MULTISPECIES: GNAT family N-acetyltransferase"
"chromosome","NZ_CP013992.1",2868049,2869389,"+",,,"AWN65_RS12560","WP_060383481.1",446,"MULTISPECIES: deoxyguanosinetriphosphate triphosphohydrolase"
"chromosome","NZ_CP013992.1",2869441,2872173,"+",,,"AWN65_RS12565","WP_060383482.1",910,"M36 family metallopeptidase"
"chromosome","NZ_CP013992.1",2872323,2874110,"-",,,"AWN65_RS12570","WP_060383483.1",595,"MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase"
"chromosome","NZ_CP013992.1",2874508,2874948,"+",,,"AWN65_RS12575","WP_060383899.1",146,"MULTISPECIES: nucleoside deaminase"
"chromosome","NZ_CP013992.1",2875049,2875246,"-",,,"AWN65_RS12580","WP_014166123.1",65,"MULTISPECIES: cold-shock protein"
"chromosome","NZ_CP013992.1",2875300,2875863,"-",,,"AWN65_RS12585","WP_060383484.1",187,"MULTISPECIES: DinB family protein"
"chromosome","NZ_CP013992.1",2875896,2876447,"-",,,"AWN65_RS12590","WP_060383485.1",183,"MULTISPECIES: Crp/Fnr family transcriptional regulator"
"chromosome","NZ_CP013992.1",2876451,2876993,"-",,,"AWN65_RS12595","WP_060383486.1",180,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2877090,2878841,"-",,"aspS","AWN65_RS12600","WP_060383487.1",583,"aspartate--tRNA ligase"
"chromosome","NZ_CP013992.1",2879324,2880250,"-",,,"AWN65_RS12610","WP_060383488.1",308,"DUF58 domain-containing protein"
"chromosome","NZ_CP013992.1",2880326,2880643,"-",,"trxA","AWN65_RS12615","WP_014166118.1",105,"MULTISPECIES: thioredoxin"
"chromosome","NZ_CP013992.1",2880931,2881866,"-",,,"AWN65_RS12620","WP_235588320.1",311,"outer membrane beta-barrel protein"
"chromosome","NZ_CP013992.1",2882113,2882802,"-",,,"AWN65_RS12625","WP_060383489.1",229,"MULTISPECIES: DUF6252 family protein"
"chromosome","NZ_CP013992.1",2882969,2883490,"+",,,"AWN65_RS12630","WP_060383490.1",173,"30S ribosomal protein S16"
"chromosome","NZ_CP013992.1",2883507,2884034,"+",,"rimM","AWN65_RS12635","WP_060383491.1",175,"MULTISPECIES: ribosome maturation factor RimM"
"chromosome","NZ_CP013992.1",2884193,2884897,"+",,,"AWN65_RS12640","WP_060383492.1",234,"MULTISPECIES: methyltransferase"
"chromosome","NZ_CP013992.1",2885148,2886509,"-",,,"AWN65_RS15290","WP_235588321.1",453,"transposase"
"chromosome","NZ_CP013992.1",2886722,2887885,"-",,"hppD","AWN65_RS12650","WP_060383493.1",387,"MULTISPECIES: 4-hydroxyphenylpyruvate dioxygenase"
"chromosome","NZ_CP013992.1",2887968,2889125,"-",,,"AWN65_RS12655","WP_060383494.1",385,"MULTISPECIES: homogentisate 1,2-dioxygenase"
"chromosome","NZ_CP013992.1",2889320,2889745,"-",,,"AWN65_RS12660","WP_060383495.1",141,"hypothetical protein"
"chromosome","NZ_CP013992.1",2889902,2890378,"+",,"greA","AWN65_RS12665","WP_060383901.1",158,"MULTISPECIES: transcription elongation factor GreA"
"chromosome","NZ_CP013992.1",2890395,2890784,"+",,,"AWN65_RS12670","WP_060383496.1",129,"MULTISPECIES: HIT family protein"
"chromosome","NZ_CP013992.1",2890811,2891815,"+",,"recA","AWN65_RS12675","WP_014166107.1",334,"MULTISPECIES: recombinase RecA"
"chromosome","NZ_CP013992.1",2891876,2892094,"+",,,"AWN65_RS12680","WP_060383497.1",72,"hypothetical protein"
"chromosome","NZ_CP013992.1",2892110,2893192,"-",,"bioB","AWN65_RS12685","WP_060383498.1",360,"MULTISPECIES: biotin synthase BioB"
"chromosome","NZ_CP013992.1",2893298,2894278,"-",,,"AWN65_RS12690","WP_235588322.1",326,"MULTISPECIES: porin"
"chromosome","NZ_CP013992.1",2894592,2895269,"-",,"aqpZ","AWN65_RS12695","WP_060383500.1",225,"MULTISPECIES: aquaporin Z"
"chromosome","NZ_CP013992.1",2895512,2896426,"-",,,"AWN65_RS12700","WP_060383501.1",304,"MULTISPECIES: bifunctional riboflavin kinase/FAD synthetase"
"chromosome","NZ_CP013992.1",2896486,2898438,"-",,,"AWN65_RS12705","WP_060383502.1",650,"MULTISPECIES: M43 family zinc metalloprotease"
"chromosome","NZ_CP013992.1",2898487,2903019,"-",,"dnaE","AWN65_RS12710","WP_060383503.1",1510,"MULTISPECIES: DNA polymerase III subunit alpha"
"chromosome","NZ_CP013992.1",2903393,2903797,"-",,"mce","AWN65_RS12720","WP_060383504.1",134,"MULTISPECIES: methylmalonyl-CoA epimerase"
"chromosome","NZ_CP013992.1",2903878,2904270,"+",,"rbfA","AWN65_RS12725","WP_060383505.1",130,"30S ribosome-binding factor RbfA"
"chromosome","NZ_CP013992.1",2904384,2905490,"+",,,"AWN65_RS12730","WP_235588323.1",368,"MULTISPECIES: ABC transporter permease"
"chromosome","NZ_CP013992.1",2906572,2906895,"-",,,"AWN65_RS12740","WP_060383507.1",107,"MULTISPECIES: type II toxin-antitoxin system PemK/MazF family toxin"
"chromosome","NZ_CP013992.1",2906895,2907131,"-",,,"AWN65_RS12745","WP_060383508.1",78,"MULTISPECIES: AbrB/MazE/SpoVT family DNA-binding domain-containing protein"
"chromosome","NZ_CP013992.1",2907505,2907666,"+",,,"AWN65_RS14935","WP_158447618.1",53,"hypothetical protein"
"chromosome","NZ_CP013992.1",2908256,2908984,"-",,,"AWN65_RS12760","WP_235588324.1",242,"hypothetical protein"
"chromosome","NZ_CP013992.1",2910153,2910929,"-",,,"AWN65_RS12775","WP_060383514.1",258,"site-specific integrase"
"chromosome","NZ_CP013992.1",2910922,2911968,"-",,,"AWN65_RS12780","WP_060383515.1",348,"tyrosine-type recombinase/integrase"
"chromosome","NZ_CP013992.1",2912029,2913612,"-",,,"AWN65_RS12785","WP_060383516.1",527,"hypothetical protein"
"chromosome","NZ_CP013992.1",2913765,2914118,"+",,,"AWN65_RS12790","WP_060383517.1",117,"helix-turn-helix domain-containing protein"
"chromosome","NZ_CP013992.1",2914481,2914747,"-",,,"AWN65_RS12795","WP_014166054.1",88,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2915121,2915630,"-",,,"AWN65_RS12800","WP_060383518.1",169,"hypothetical protein"
"chromosome","NZ_CP013992.1",2915605,2916606,"-",,,"AWN65_RS12805","WP_060383519.1",333,"hypothetical protein"
"chromosome","NZ_CP013992.1",2917562,2918338,"-",,,"AWN65_RS12825","WP_060383514.1",258,"site-specific integrase"
"chromosome","NZ_CP013992.1",2918331,2919377,"-",,,"AWN65_RS12830","WP_060383515.1",348,"tyrosine-type recombinase/integrase"
"chromosome","NZ_CP013992.1",2919438,2921021,"-",,,"AWN65_RS12835","WP_060383516.1",527,"hypothetical protein"
"chromosome","NZ_CP013992.1",2921174,2921527,"+",,,"AWN65_RS12840","WP_060383517.1",117,"helix-turn-helix domain-containing protein"
"chromosome","NZ_CP013992.1",2921890,2922156,"-",,,"AWN65_RS12845","WP_014166054.1",88,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2922530,2923039,"-",,,"AWN65_RS12850","WP_060383518.1",169,"hypothetical protein"
"chromosome","NZ_CP013992.1",2923014,2924015,"-",,,"AWN65_RS12855","WP_060383519.1",333,"hypothetical protein"
"chromosome","NZ_CP013992.1",2924971,2925747,"-",,,"AWN65_RS12875","WP_060383514.1",258,"site-specific integrase"
"chromosome","NZ_CP013992.1",2925740,2926786,"-",,,"AWN65_RS12880","WP_060383515.1",348,"tyrosine-type recombinase/integrase"
"chromosome","NZ_CP013992.1",2926847,2928430,"-",,,"AWN65_RS12885","WP_060383516.1",527,"hypothetical protein"
"chromosome","NZ_CP013992.1",2928583,2928936,"+",,,"AWN65_RS12890","WP_060383517.1",117,"helix-turn-helix domain-containing protein"
"chromosome","NZ_CP013992.1",2929299,2929565,"-",,,"AWN65_RS12895","WP_014166054.1",88,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2929939,2930448,"-",,,"AWN65_RS12900","WP_060383518.1",169,"hypothetical protein"
"chromosome","NZ_CP013992.1",2930423,2942014,"-",,,"AWN65_RS12905","WP_060383521.1",3863,"DUF6443 domain-containing protein"
"chromosome","NZ_CP013992.1",2942079,2942783,"-",,,"AWN65_RS12910","WP_063743569.1",234,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2942783,2947666,"-",,,"AWN65_RS12915","WP_063743568.1",1627,"hypothetical protein"
"chromosome","NZ_CP013992.1",2947759,2953461,"-",,,"AWN65_RS12920","WP_063743567.1",1900,"hypothetical protein"
"chromosome","NZ_CP013992.1",2953458,2954057,"-",,,"AWN65_RS12925","WP_060383525.1",199,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2954044,2954550,"-",,,"AWN65_RS12930","WP_060383526.1",168,"MULTISPECIES: OmpH family outer membrane protein"
"chromosome","NZ_CP013992.1",2954769,2955311,"+",,,"AWN65_RS12935","WP_145902568.1",180,"hypothetical protein"
"chromosome","NZ_CP013992.1",2955448,2956509,"+",,,"AWN65_RS12940","WP_145902569.1",353,"hypothetical protein"
"chromosome","NZ_CP013992.1",2956484,2956825,"+",,,"AWN65_RS12945","WP_060383529.1",113,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2956815,2957306,"+",,,"AWN65_RS12950","WP_060383530.1",163,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2957296,2958417,"+",,,"AWN65_RS12955","WP_060383531.1",373,"type II secretion system F family protein"
"chromosome","NZ_CP013992.1",2958985,2960163,"+",,,"AWN65_RS12960","WP_060383532.1",392,"MULTISPECIES: acyl-CoA dehydrogenase family protein"
"chromosome","NZ_CP013992.1",2960240,2961010,"+",,,"AWN65_RS12965","WP_060383533.1",256,"DUF3050 domain-containing protein"
"chromosome","NZ_CP013992.1",2961076,2961408,"-",,,"AWN65_RS12970","WP_060383534.1",110,"MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein"
"chromosome","NZ_CP013992.1",2961747,2962652,"+",,,"AWN65_RS12985","WP_060383535.1",301,"DUF3078 domain-containing protein"
"chromosome","NZ_CP013992.1",2963250,2963774,"-",,,"AWN65_RS12990","WP_060383536.1",174,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2963774,2964736,"-",,,"AWN65_RS12995","WP_060383537.1",320,"hypothetical protein"
"chromosome","NZ_CP013992.1",2964723,2965244,"-",,,"AWN65_RS13000","WP_060383538.1",173,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2965237,2966412,"-",,,"AWN65_RS13005","WP_060383539.1",391,"hypothetical protein"
"chromosome","NZ_CP013992.1",2966412,2968337,"-",,,"AWN65_RS13010","WP_060383540.1",641,"MULTISPECIES: type II and III secretion system protein"
"chromosome","NZ_CP013992.1",2968339,2969745,"-",,,"AWN65_RS13015","WP_060383541.1",468,"MULTISPECIES: GspE/PulE family protein"
"chromosome","NZ_CP013992.1",2970235,2970624,"-",,,"AWN65_RS13025","WP_060383543.1",129,"MULTISPECIES: prepilin-type N-terminal cleavage/methylation domain-containing protein"
"chromosome","NZ_CP013992.1",2970894,2972234,"-",,,"AWN65_RS13030","WP_145902570.1",446,"hypothetical protein"
"chromosome","NZ_CP013992.1",2972913,2975660,"-",,,"AWN65_RS13035","WP_060383545.1",915,"TonB-dependent receptor plug domain-containing protein"
"chromosome","NZ_CP013992.1",2975838,2977475,"-",,"pgi","AWN65_RS13040","WP_060383546.1",545,"MULTISPECIES: glucose-6-phosphate isomerase"
"chromosome","NZ_CP013992.1",2977547,2978470,"-",,,"AWN65_RS13045","WP_060383547.1",307,"MULTISPECIES: tryptophan 2,3-dioxygenase family protein"
"chromosome","NZ_CP013992.1",2978475,2979257,"-",,,"AWN65_RS13050","WP_060383548.1",260,"MULTISPECIES: DUF3108 domain-containing protein"
"chromosome","NZ_CP013992.1",2979574,2980545,"-",,"trpS","AWN65_RS13055","WP_060383549.1",323,"MULTISPECIES: tryptophan--tRNA ligase"
"chromosome","NZ_CP013992.1",2980618,2981394,"+",,,"AWN65_RS13060","WP_060383550.1",258,"MULTISPECIES: 1-acyl-sn-glycerol-3-phosphate acyltransferase"
"chromosome","NZ_CP013992.1",2981497,2984820,"+",,,"AWN65_RS13065","WP_060383551.1",1107,"T9SS type A sorting domain-containing protein"
"chromosome","NZ_CP013992.1",2985309,2986661,"-",,"mgtE","AWN65_RS13075","WP_060383552.1",450,"MULTISPECIES: magnesium transporter"
"chromosome","NZ_CP013992.1",2986651,2987430,"-",,"rsmA","AWN65_RS13080","WP_060383553.1",259,"MULTISPECIES: 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA"
"chromosome","NZ_CP013992.1",2988131,2988442,"-",,,"AWN65_RS13090","WP_060383555.1",103,"DUF4286 family protein"
"chromosome","NZ_CP013992.1",2988526,2990367,"-",,,"AWN65_RS13095","WP_081078450.1",613,"tetratricopeptide repeat protein"
"chromosome","NZ_CP013992.1",2990444,2991715,"-",,"serS","AWN65_RS13100","WP_060383556.1",423,"MULTISPECIES: serine--tRNA ligase"
"chromosome","NZ_CP013992.1",2991989,2992468,"+",,,"AWN65_RS13105","WP_060383557.1",159,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2992501,2993949,"+",,,"AWN65_RS13110","WP_060383558.1",482,"MULTISPECIES: oligosaccharide flippase family protein"
"chromosome","NZ_CP013992.1",2994116,2994550,"+",,"dut","AWN65_RS13115","WP_060383559.1",144,"MULTISPECIES: dUTP diphosphatase"
"chromosome","NZ_CP013992.1",2994664,2995674,"+",,,"AWN65_RS13120","WP_060383560.1",336,"MULTISPECIES: sugar phosphate nucleotidyltransferase"
"chromosome","NZ_CP013992.1",2995845,2997191,"+",,,"AWN65_RS13125","WP_060383561.1",448,"MULTISPECIES: tetratricopeptide repeat protein"
"chromosome","NZ_CP013992.1",2997188,2997973,"+",,,"AWN65_RS13130","WP_060383562.1",261,"MULTISPECIES: DUF4292 domain-containing protein"
"chromosome","NZ_CP013992.1",2997990,2999204,"+",,,"AWN65_RS13135","WP_060383563.1",404,"MULTISPECIES: peptidoglycan DD-metalloendopeptidase family protein"
"chromosome","NZ_CP013992.1",2999290,2999700,"+",,,"AWN65_RS13140","WP_014165977.1",136,"MULTISPECIES: BrxA/BrxB family bacilliredoxin"
"chromosome","NZ_CP013992.1",2999790,3000521,"+",,,"AWN65_RS13145","WP_060383564.1",243,"1-acyl-sn-glycerol-3-phosphate acyltransferase"
"chromosome","NZ_CP013992.1",3000535,3001536,"+",,,"AWN65_RS13150","WP_060383565.1",333,"MULTISPECIES: acyl-ACP desaturase"
"chromosome","NZ_CP013992.1",3001713,3002357,"+",,,"AWN65_RS13155","WP_060383566.1",214,"MULTISPECIES: HD domain-containing protein"
"chromosome","NZ_CP013992.1",3003312,3006773,"-",,,"AWN65_RS13160","WP_060383567.1",1153,"efflux RND transporter permease subunit"
"chromosome","NZ_CP013992.1",3006866,3008005,"-",,,"AWN65_RS13165","WP_060383568.1",379,"MULTISPECIES: efflux RND transporter periplasmic adaptor subunit"
"chromosome","NZ_CP013992.1",3008024,3009346,"-",,,"AWN65_RS13170","WP_060383569.1",440,"MULTISPECIES: TolC family protein"
"chromosome","NZ_CP013992.1",3009347,3009943,"-",,,"AWN65_RS13175","WP_060383570.1",198,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP013992.1",3009945,3010724,"-",,,"AWN65_RS13180","WP_060383571.1",259,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NZ_CP013992.1",3010914,3011888,"+",,,"AWN65_RS13185","WP_060383572.1",324,"MULTISPECIES: polyprenyl synthetase family protein"
"chromosome","NZ_CP013992.1",3012002,3012358,"+",,,"AWN65_RS13190","WP_060383573.1",118,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",3012355,3013683,"-",,,"AWN65_RS13195","WP_060383574.1",442,"MULTISPECIES: alkaline phosphatase family protein"
"chromosome","NZ_CP013992.1",3013929,3015170,"+",,,"AWN65_RS13200","WP_060383575.1",413,"MULTISPECIES: MFS transporter"
"chromosome","NZ_CP013992.1",3015167,3016066,"+",,,"AWN65_RS13205","WP_123861962.1",299,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",3016160,3016681,"-",,,"AWN65_RS13210","WP_063743550.1",173,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",3016818,3019577,"+",,,"AWN65_RS13215","WP_060383577.1",919,"MULTISPECIES: 2-oxoglutarate dehydrogenase E1 component"
"chromosome","NZ_CP013992.1",3019632,3020843,"+",,"odhB","AWN65_RS13220","WP_060383578.1",403,"MULTISPECIES: 2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase"
"chromosome","NZ_CP013992.1",3020926,3022140,"+",,,"AWN65_RS13225","WP_014165997.1",404,"MULTISPECIES: tetracycline resistance MFS efflux pump"
"chromosome","NZ_CP013992.1",3022211,3022969,"+",,,"AWN65_RS13230","WP_014165996.1",252,"MULTISPECIES: UDP-2,3-diacylglucosamine diphosphatase"
"chromosome","NZ_CP013992.1",3023001,3024002,"-",,,"AWN65_RS13235","WP_060383579.1",333,"phosphatidylinositol-specific phospholipase C domain-containing protein"
"chromosome","NZ_CP013992.1",3024389,3026602,"+",,,"AWN65_RS13240","WP_235588325.1",737,"TonB-dependent receptor"
"chromosome","NZ_CP013992.1",3026951,3027916,"-",,,"AWN65_RS13245","WP_060383581.1",321,"MULTISPECIES: 2-hydroxyacid dehydrogenase"
"chromosome","NZ_CP013992.1",3028451,3028834,"-",,,"AWN65_RS13250","WP_060383582.1",127,"MULTISPECIES: T9SS type A sorting domain-containing protein"
"chromosome","NZ_CP013992.1",3028810,3029235,"-",,,"AWN65_RS13255","WP_060383583.1",141,"MULTISPECIES: choice-of-anchor J domain-containing protein"
"chromosome","NZ_CP013992.1",3029699,3030481,"-",,,"AWN65_RS13260","WP_060383584.1",260,"MULTISPECIES: enoyl-CoA hydratase-related protein"
"chromosome","NZ_CP013992.1",3030486,3031964,"-",,,"AWN65_RS13265","WP_060383585.1",492,"MULTISPECIES: ATP-binding protein"
"chromosome","NZ_CP013992.1",3031964,3032512,"-",,,"AWN65_RS13270","WP_060383586.1",182,"MULTISPECIES: CopD family protein"
"chromosome","NZ_CP013992.1",3032512,3033522,"-",,"hemH","AWN65_RS13275","WP_060383587.1",336,"MULTISPECIES: ferrochelatase"
"chromosome","NZ_CP013992.1",3033613,3034479,"-",,,"AWN65_RS13280","WP_060383588.1",288,"MULTISPECIES: AraC family transcriptional regulator"
"chromosome","NZ_CP013992.1",3034711,3036021,"+",,"hemA","AWN65_RS13285","WP_060383589.1",436,"MULTISPECIES: glutamyl-tRNA reductase"
"chromosome","NZ_CP013992.1",3036055,3037020,"+",,"hemC","AWN65_RS13290","WP_060383590.1",321,"MULTISPECIES: hydroxymethylbilane synthase"
"chromosome","NZ_CP013992.1",3037127,3037804,"+",,,"AWN65_RS13295","WP_060383591.1",225,"uroporphyrinogen-III synthase"
"chromosome","NZ_CP013992.1",3037816,3038841,"+",,"hemE","AWN65_RS13300","WP_060383592.1",341,"MULTISPECIES: uroporphyrinogen decarboxylase"
"chromosome","NZ_CP013992.1",3039060,3039647,"+",,,"AWN65_RS13305","WP_060383593.1",195,"MULTISPECIES: DUF3575 domain-containing protein"
"chromosome","NZ_CP013992.1",3039709,3040614,"+",,"hemF","AWN65_RS13310","WP_060383594.1",301,"oxygen-dependent coproporphyrinogen oxidase"
"chromosome","NZ_CP013992.1",3040616,3041650,"+",,,"AWN65_RS13315","WP_060383595.1",344,"DUF4421 family protein"
"chromosome","NZ_CP013992.1",3041669,3042664,"+",,"hemB","AWN65_RS13320","WP_060383596.1",331,"porphobilinogen synthase"
"chromosome","NZ_CP013992.1",3042751,3043128,"+",,,"AWN65_RS13325","WP_060383597.1",125,"MULTISPECIES: c-type cytochrome"
"chromosome","NZ_CP013992.1",3043208,3043678,"+",,,"AWN65_RS13330","WP_060383598.1",156,"MULTISPECIES: methylated-DNA-"
"chromosome","NZ_CP013992.1",3043746,3044459,"+",,,"AWN65_RS13335","WP_060383904.1",237,"MULTISPECIES: 3\\'-5\\' exonuclease"
"chromosome","NZ_CP013992.1",3044477,3045082,"+",,,"AWN65_RS13340","WP_060383599.1",201,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",3045138,3046577,"+",,,"AWN65_RS13345","WP_060383600.1",479,"spore maturation protein"
"chromosome","NZ_CP013992.1",3047199,3047927,"+",,,"AWN65_RS13350","WP_235588316.1",242,"transposase"
"chromosome","NZ_CP013992.1",3048205,3049809,"-",,,"AWN65_RS13355","WP_235588326.1",534,"Ig-like domain-containing protein"
"chromosome","NZ_CP013992.1",3049897,3050580,"-",,,"AWN65_RS13360","WP_060383906.1",227,"ComF family protein"
"chromosome","NZ_CP013992.1",3050681,3050917,"+",,,"AWN65_RS13365","WP_123861961.1",78,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",3051295,3052839,"+",,,"AWN65_RS13370","WP_060383602.1",514,"MULTISPECIES: glycine--tRNA ligase"
"chromosome","NZ_CP013992.1",3053163,3053363,"-",,,"AWN65_RS13375","WP_060383603.1",66,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",3053676,3054728,"+",,"thiL","AWN65_RS13380","WP_060383604.1",350,"thiamine-phosphate kinase"
"chromosome","NZ_CP013992.1",3055088,3056047,"-",,,"AWN65_RS13385","WP_235588327.1",319,"DUF2931 family protein"
"chromosome","NZ_CP013992.1",3056124,3058466,"-",,,"AWN65_RS13390","WP_060383606.1",780,"DUF2235 domain-containing protein"
"chromosome","NZ_CP013992.1",3058477,3058959,"-",,,"AWN65_RS13395","WP_060383607.1",160,"MULTISPECIES: DUF4280 domain-containing protein"
"chromosome","NZ_CP013992.1",3058980,3060026,"-",,,"AWN65_RS13400","WP_060383608.1",348,"hypothetical protein"
"chromosome","NZ_CP013992.1",3060031,3061035,"-",,,"AWN65_RS13405","WP_063743531.1",334,"MULTISPECIES: TssN family type VI secretion system protein"
"chromosome","NZ_CP013992.1",3061039,3061971,"-",,,"AWN65_RS15095","WP_060383610.1",310,"MULTISPECIES: hypothetical protein"
